"","COMMON_NAME","SCIENTIFIC_NAME","ID_RANK","WORMS"
"12008","empty bivalve shells",NA,NA,NA
"12009","Tanner crab","Chionoecetes bairdi","species",368558
"12010","snail egg","Gastropoda egg","class",NA
"12011",NA,"Neptunea heros","species",254479
"12012","arrowtooth flounder","Atheresthes stomias","species",279792
"12013","Aleutian hermit","Pagurus aleuticus","species",366647
"12014","sturgeon poacher","Podothecus accipenserinus","species",254501
"12015","sturgeon poacher","Podothecus accipenserinus","species",254501
"12016","northern rock sole","Lepidopsetta polyxystra","species",281307
"12017","sea whip or sea pen unid.","Pennatuloidea","superfamily",1609360
"12018",NA,"Chrysaora melanaster","species",287209
"12019","hairy hermit crab","Pagurus capillatus","species",254489
"12020","Pribilof whelk","Neptunea pribiloffensis","species",491185
"12021","ladder whelk","Buccinum scalariforme","species",138875
"12022","basketstar","Gorgonocephalus eucnemis","species",124969
"12023","purple-orange sea star","Asterias amurensis","species",254497
"12024","Arctic Hiatella","Hiatella arctica","species",140103
"12025","Alaskan hermit","Pagurus ochotensis","species",366742
"12026","Alaska skate","Arctoraja parmifera","species",1577324
"12027","Pacific lyre crab","Hyas lyratus","species",442167
"12028","flathead sole","Hippoglossoides elassodon","species",274289
"12029","snow crab","Chionoecetes opilio","species",107315
"12030","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"12031","sea potato","Styela rustica","species",103937
"12032",NA,"Boltenia sp.","genus",103514
"12033","yellowfin sole","Limanda aspera","species",254562
"12034","empty bivalve shells",NA,NA,NA
"12035","plain sculpin","Myoxocephalus jaok","species",254527
"12036","sawback poacher","Sarritor frenatus","species",254374
"12037","Alaska skate","Arctoraja parmifera","species",1577324
"12038","sturgeon poacher","Podothecus accipenserinus","species",254501
"12039","shortfin eelpout","Lycodes brevipes","species",254595
"12040","purple-orange sea star","Asterias amurensis","species",254497
"12041","empty bivalve shells",NA,NA,NA
"12042","Alaska skate","Arctoraja parmifera","species",1577324
"12043","rex sole","Glyptocephalus zachirus","species",274287
"12044","sturgeon poacher","Podothecus accipenserinus","species",254501
"12045","yellow Irish lord","Hemilepidotus jordani","species",254522
"12046",NA,"Careproctus sp.","genus",126156
"12047","shortfin eelpout","Lycodes brevipes","species",254595
"12048","basketstar","Gorgonocephalus eucnemis","species",124969
"12049","Bering skate","Bathyraja interrupta","species",271515
"12050","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"12051","Aleutian hermit","Pagurus aleuticus","species",366647
"12052","walleye pollock","Gadus chalcogrammus","species",300735
"12053","splendid hermit","Labidochirus splendescens","species",248348
"12054","lyre whelk","Neptunea lyrata","species",254477
"12055","empty bivalve shells",NA,NA,NA
"12056","spectacled sculpin","Triglops scepticus","species",254531
"12057","knobbyhand hermit","Pagurus confragosus","species",366670
"12058","Bering beringius","Beringius behringii","species",160112
"12059","Alaskan pink shrimp","Pandalus eous","species",515463
"12060",NA,"Leptasterias polaris","species",125154
"12061","hydroid unid.","Hydroidolina","subclass",19494
"12062","common mud star","Ctenodiscus crispatus","species",123915
"12063","circumboreal toad crab","Hyas coarctatus","species",107323
"12064","notched brittlestar","Ophiura sarsii","species",124934
"12065","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"12066",NA,"Urticina sp.","genus",100706
"12067","Pacific halibut","Hippoglossus stenolepis","species",274290
"12068",NA,"Muusoctopus oregonensis","species",527160
"12069","Pacific cod","Gadus macrocephalus","species",254538
"12070","variegated snailfish","Liparis gibbus","species",159526
"12071",NA,"Leptasterias polaris","species",125154
"12072","Alaska skate","Arctoraja parmifera","species",1577324
"12073","yellowfin sole","Limanda aspera","species",254562
"12074","rose sea star","Crossaster papposus","species",124154
"12075","Alaska skate","Arctoraja parmifera","species",1577324
"12076","angular whelk","Buccinum angulosum","species",138858
"12077","wattled eelpout","Lycodes palearis","species",254585
"12078","Pacific cod","Gadus macrocephalus","species",254538
"12079","veteran poacher","Podothecus veternus","species",254509
"12080","yellowfin sole","Limanda aspera","species",254562
"12081","basketstar","Gorgonocephalus eucnemis","species",124969
"12082","hairy hermit crab","Pagurus capillatus","species",254489
"12083","empty bivalve shells",NA,NA,NA
"12084","Alaska great-tellin","Megangulus luteus","species",423511
"12085","Alaska skate","Arctoraja parmifera","species",1577324
"12086",NA,"Neptunea borealis","species",254478
"12087","Tanner crab","Chionoecetes bairdi","species",368558
"12088","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"12089","purple-orange sea star","Asterias amurensis","species",254497
"12090","flathead sole","Hippoglossoides elassodon","species",274289
"12091","empty gastropod shells",NA,NA,NA
"12092","red king crab","Paralithodes camtschaticus","species",233889
"12093","northern rock sole","Lepidopsetta polyxystra","species",281307
"12094","plain sculpin","Myoxocephalus jaok","species",254527
"12095","sponge unid.","Porifera","phylum",558
"12096","Pacific capelin","Mallotus villosus","species",126735
"12097","discordant mussel","Musculus discors","species",140472
"12098","notched brittlestar","Ophiura sarsii","species",124934
"12099","rex sole","Glyptocephalus zachirus","species",274287
"12100","snow crab","Chionoecetes opilio","species",107315
"12101","fat whelk","Neptunea ventricosa","species",156264
"12102","southern rock sole","Lepidopsetta bilineata","species",281305
"12103",NA,"Crangon sp.","genus",107007
"12104","empty gastropod shells",NA,NA,NA
"12105","flathead sole","Hippoglossoides elassodon","species",274289
"12106","northern rock sole","Lepidopsetta polyxystra","species",281307
"12107","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"12108",NA,"Neptunea sp.","genus",137710
"12109","Alaska skate egg case","Arctoraja parmifera egg case","species",NA
"12110","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"12111","walleye pollock","Gadus chalcogrammus","species",300735
"12112","Pacific lyre crab","Hyas lyratus","species",442167
"12113","Alaskan pink shrimp","Pandalus eous","species",515463
"12114","snail egg","Gastropoda egg","class",NA
"12115","depressed scale worm","Eunoe depressa","species",254455
"12116","saffron cod","Eleginus gracilis","species",254537
"12117","walleye pollock","Gadus chalcogrammus","species",300735
"12118","Oregon triton","Fusitriton oregonensis","species",476496
"12119","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"12120","Alaska great-tellin","Megangulus luteus","species",423511
"12121","flathead sole","Hippoglossoides elassodon","species",274289
"12122","spinycheek starsnout","Bathyagonus infraspinatus","species",254504
"12123",NA,"Metridium sp.","genus",100770
"12124","walleye pollock","Gadus chalcogrammus","species",300735
"12125","Bering flounder","Hippoglossoides robustus","species",254561
"12126","blackspined sea star","Lethasterias nanimensis","species",254499
"12127",NA,"Chrysaora melanaster","species",287209
"12128","Tanner crab","Chionoecetes bairdi","species",368558
"12129",NA,"Leptychaster anomalus","species",368318
"12130",NA,"Argis sp.","genus",107006
"12131","arrowtooth flounder","Atheresthes stomias","species",279792
"12132","discordant mussel","Musculus discors","species",140472
"12133",NA,"Aurelia sp.","genus",135263
"12134",NA,"Beringius sp.","genus",137699
"12135","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"12136","walleye pollock","Gadus chalcogrammus","species",300735
"12137","Pacific cod","Gadus macrocephalus","species",254538
"12138","yellow Irish lord","Hemilepidotus jordani","species",254522
"12139","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"12140","knobbyhand hermit","Pagurus confragosus","species",366670
"12141","sturgeon poacher","Podothecus accipenserinus","species",254501
"12142","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"12143","flathead sole","Hippoglossoides elassodon","species",274289
"12144","blackspined sea star","Lethasterias nanimensis","species",254499
"12145",NA,"Urticina sp.","genus",100706
"12146","snail egg","Gastropoda egg","class",NA
"12147","empty bivalve shells",NA,NA,NA
"12148","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"12149","flathead sole","Hippoglossoides elassodon","species",274289
"12150","horsehair crab","Erimacrus isenbeckii","species",440405
"12151","Alaska skate","Arctoraja parmifera","species",1577324
"12152","Tanner crab","Chionoecetes bairdi","species",368558
"12153","rex sole","Glyptocephalus zachirus","species",274287
"12154","sea football","Cucumaria fallax","species",528995
"12155","Pacific lyre crab","Hyas lyratus","species",442167
"12156",NA,"Chrysaora melanaster","species",287209
"12157","brown rimmed jelly","Aurelia limbata","species",158199
"12158","longfinger hermit","Pagurus rathbuni","species",254491
"12159","Pacific herring","Clupea pallasii","species",151159
"12160",NA,"Stomphia sp.","genus",100716
"12161","daubed shanny","Leptoclinus maculatus","species",127072
"12162",NA,"Leptasterias polaris","species",125154
"12163","Tanner crab","Chionoecetes bairdi","species",368558
"12164","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"12165",NA,"Crangon sp.","genus",107007
"12166","longfinger hermit","Pagurus rathbuni","species",254491
"12167","longfinger hermit","Pagurus rathbuni","species",254491
"12168","common mud star","Ctenodiscus crispatus","species",123915
"12169","ladder whelk","Buccinum scalariforme","species",138875
"12170","arrowtooth flounder","Atheresthes stomias","species",279792
"12171","flathead sole","Hippoglossoides elassodon","species",274289
"12172","Pacific halibut","Hippoglossus stenolepis","species",274290
"12173",NA,"Stomphia sp.","genus",100716
"12174","snow crab","Chionoecetes opilio","species",107315
"12175","flathead sole","Hippoglossoides elassodon","species",274289
"12176","basketstar","Gorgonocephalus eucnemis","species",124969
"12177","Bering beringius","Beringius behringii","species",160112
"12178","wattled eelpout","Lycodes palearis","species",254585
"12179","Greenland turbot","Reinhardtius hippoglossoides","species",127144
"12180","sand lance unid.","Ammodytes sp.","genus",125909
"12181","Arctic surfclam","Mactromeris polynyma","species",156863
"12182","fat whelk","Neptunea ventricosa","species",156264
"12183","compound ascidian unid.",NA,NA,NA
"12184","yellowfin sole","Limanda aspera","species",254562
"12185","Pacific cod","Gadus macrocephalus","species",254538
"12186","Kamchatka flounder","Atheresthes evermanni","species",279791
"12187","ribbed sculpin","Triglops pingelii","species",127207
"12188","Pacific cod","Gadus macrocephalus","species",254538
"12189","empty bivalve shells",NA,NA,NA
"12190","starry flounder","Platichthys stellatus","species",154781
"12191","sturgeon poacher","Podothecus accipenserinus","species",254501
"12192","arrowtooth flounder","Atheresthes stomias","species",279792
"12193","Arctic surfclam","Mactromeris polynyma","species",156863
"12194","flathead sole","Hippoglossoides elassodon","species",274289
"12195","longhead dab","Myzopsetta proboscidea","species",319505
"12196",NA,"Leptasterias arctica","species",369158
"12197","sablefish","Anoplopoma fimbria","species",159463
"12198","polar whelk","Buccinum polare","species",138873
"12199","horsehair crab","Erimacrus isenbeckii","species",440405
"12200",NA,"Macoma sp.","genus",138531
"12201","Tanner crab","Chionoecetes bairdi","species",368558
"12202","empty bivalve shells",NA,NA,NA
"12203","horsehair crab","Erimacrus isenbeckii","species",440405
"12204",NA,"Chrysaora melanaster","species",287209
"12205","purple-orange sea star","Asterias amurensis","species",254497
"12206","circumboreal toad crab","Hyas coarctatus","species",107323
"12207","Kamchatka flounder","Atheresthes evermanni","species",279791
"12208","Aleutian hermit","Pagurus aleuticus","species",366647
"12209",NA,"Neptunea heros","species",254479
"12210","red king crab","Paralithodes camtschaticus","species",233889
"12211","empty gastropod shells",NA,NA,NA
"12212","Alaska skate","Arctoraja parmifera","species",1577324
"12213","Pacific cod","Gadus macrocephalus","species",254538
"12214","Bering beringius","Beringius behringii","species",160112
"12215","sea peach","Halocynthia aurantium","species",250674
"12216","arrowtooth flounder","Atheresthes stomias","species",279792
"12217",NA,"Aequorea sp.","genus",116998
"12218","bryozoan unid.","Bryozoa","phylum",146142
"12219","Alaska skate","Arctoraja parmifera","species",1577324
"12220","polar whelk","Buccinum polare","species",138873
"12221","knobbyhand hermit","Pagurus confragosus","species",366670
"12222","yellow Irish lord","Hemilepidotus jordani","species",254522
